"name","pointEstimate","ci_max","ci_min","level","ci_corr_max","ci_corr_min"
"Draggo_CF_RF-Goto_CF_RF","-2.0741884057971","-8.13699669773652","3.0896274318128","0.995833333333333","-10.7564540183079","5.22763625966859"
"Draggo_CF_RF-Draggo_Coupled_RF","-4.18746376811594","-9.88781192244256","0.809426045466529","0.995833333333333","-12.5265378708061","2.9798311210699"
"Draggo_CF_RF-Goto_Coupled_RF","2.785","-1.15359647199324","7.73446088527498","0.995833333333333","-2.81935837966386","10.0723292780461"
"Draggo_CF_RF-Draggo_RF_RF","-1.37763768115942","-5.16176890377538","3.08703108716542","0.995833333333333","-6.88793590203538","5.31602992522287"
"Draggo_CF_RF-Goto_RF_RF","1.81957971014493","-2.63141930489389","7.06791661233681","0.995833333333333","-4.57433965169884","9.39979229919405"
"Draggo_CF_RF-Draggo_CF_ZF","-2.56427536231884","-7.45847449740442","2.30788361527725","0.995833333333333","-9.76176313875697","4.73973236691542"
"Draggo_CF_RF-Goto_CF_ZF","-2.15928985507246","-4.70727994927444","0.667523134663491","0.995833333333333","-5.93032216947997","2.0656599043957"
"Draggo_CF_RF-Draggo_Coupled_ZF","1.53295652173913","-1.69740270582226","5.7097353604026","0.995833333333333","-3.05359224583162","7.93776399236388"
"Draggo_CF_RF-Goto_Coupled_ZF","2.92128985507246","-1.16760134348719","7.04243299058202","0.995833333333333","-3.16644109044388","8.82342031234459"
"Draggo_CF_RF-Draggo_RF_ZF","-1.91369565217391","-6.06058871232141","2.37539634704958","0.995833333333333","-8.02037671198447","4.30337917873135"
"Draggo_CF_RF-Goto_RF_ZF","1.54355072463768","-4.01401571879124","7.045585404198","0.995833333333333","-6.34607642294004","9.87040294804067"
"Goto_CF_RF-Draggo_Coupled_RF","-1.8805","-10.1237514637373","5.15855086539919","0.995833333333333","-14.470596964739","8.40812791067163"
"Goto_CF_RF-Goto_Coupled_RF","4.58676388888889","-0.324406614365676","10.4442487457221","0.995833333333333","-2.51868577664303","13.3380600511853"
"Goto_CF_RF-Draggo_RF_RF","0.695583333333333","-4.76631384205866","7.15651488021952","0.995833333333333","-6.98332513349637","10.4136523093686"
