"name","pointEstimate","ci_max","ci_min","level","ci_corr_max","ci_corr_min"
"CF_RF-Coupled_RF","1.59462152777778","-0.290825444978906","4.09714240771452","0.995833333333333","-1.05009343779227","5.626199708868"
"CF_RF-FF_RF","0.028694444444444","-1.83876458445647","2.52784003026866","0.995833333333333","-2.54288130375933","3.93135660579862"
"CF_RF-CF_ZF","-1.22223611111111","-3.33806587643917","0.759481385001971","0.995833333333333","-4.32716068747011","1.67805819834681"
"CF_RF-Coupled_ZF","1.27130555555555","-0.420014511428817","3.9425504550778","0.995833333333333","-0.945794380190474","6.21883590096862"
"CF_RF-FF_ZF","0.555819444444444","-1.6042459286041","3.76971783091933","0.995833333333333","-2.44353533284924","6.24213619768751"
"Coupled_RF-FF_RF","-1.56592708333333","-3.78954236972179","0.794702423378767","0.995833333333333","-4.74968273143176","1.90396040838479"
"Coupled_RF-CF_ZF","-2.81685763888889","-4.92530272561402","-0.568239800451887","0.995833333333333","-6.04570731550582","0.465380197548913"
"Coupled_RF-Coupled_ZF","-0.323315972222223","-1.70460335331881","1.31837417127917","0.995833333333333","-2.29168000931871","2.03651419008221"
"Coupled_RF-FF_ZF","-1.03880208333333","-3.41422743949488","1.49509759544538","0.995833333333333","-4.6464342251029","2.78143858126395"
"FF_RF-CF_ZF","-1.25093055555556","-2.694468334801","0.773530698257096","0.995833333333333","-3.24290613888167","1.75608606889473"
"FF_RF-Coupled_ZF","1.24261111111111","-1.20452511675667","3.5208777587773","0.995833333333333","-2.30932480496212","4.49843701203466"
"FF_RF-FF_ZF","0.527125","-2.77323978585482","3.22461800191313","0.995833333333333","-4.31847646938109","4.41061697452189"
"CF_ZF-Coupled_ZF","2.49354166666667","0.1061969039976","5.04303278555912","0.995833333333333","-1.00252500297357","6.3255188417026"
"CF_ZF-FF_ZF","1.77805555555556","-0.959714966024183","4.77725538563795","0.995833333333333","-1.94649612562941","6.31112131801996"
"Coupled_ZF-FF_ZF","-0.71548611111111","-2.94440642634774","1.39218021195049","0.995833333333333","-3.93151253968414","2.46155335036298"
