"name","pointEstimate","ci_max","ci_min","level","ci_corr_max","ci_corr_min"
"CF_RF-Coupled_RF","0.359250000000001","-2.74044211902321","4.28828906850729","0.995833333333333","-3.89179596822622","6.49476991078753"
"CF_RF-FF_RF","1.22315972222222","-2.21637688975996","5.34495586452041","0.995833333333333","-3.8390712006718","7.0709493748937"
"CF_RF-CF_ZF","-1.37527083333333","-4.48534321829132","1.38979199685083","0.995833333333333","-6.05793605280573","2.54882476556629"
"CF_RF-Coupled_ZF","3.1473125","0.654590391980305","6.14455812905","0.995833333333333","-0.338235665527062","7.5676785457847"
"CF_RF-FF_ZF","0.842239583333334","-2.39641042200286","3.85269488064148","0.995833333333333","-3.64356879481582","5.16852053567869"
"Coupled_RF-FF_RF","0.863909722222221","-1.40924941410918","4.06619976999813","0.995833333333333","-2.41713672120313","5.8058670900472"
"Coupled_RF-CF_ZF","-1.73452083333333","-5.32743370528217","1.64778330766041","0.995833333333333","-6.78035355321791","2.88381074902781"
"Coupled_RF-Coupled_ZF","2.7880625","-0.129400930163317","5.5701413302865","0.995833333333333","-1.48608178894028","6.78624381422798"
"Coupled_RF-FF_ZF","0.482989583333333","-2.88438410566028","4.57885205903416","0.995833333333333","-4.14894495025402","6.87750984932624"
"FF_RF-CF_ZF","-2.59843055555556","-5.59405639882274","0.362989691006127","0.995833333333333","-7.0489948968377","1.72697047788707"
"FF_RF-Coupled_ZF","1.92415277777778","-1.89138864954379","4.97093936922103","0.995833333333333","-3.88937722957477","6.21697119103128"
"FF_RF-FF_ZF","-0.380920138888888","-3.39561729129817","2.53619801536191","0.995833333333333","-4.7051550469359","3.79887724118808"
"CF_ZF-Coupled_ZF","4.52258333333333","1.35678512079592","7.92477194515735","0.995833333333333","-0.126173704029726","9.4876732863947"
"CF_ZF-FF_ZF","2.21751041666667","-0.649182322921341","5.30778429164937","0.995833333333333","-1.79707100171217","7.02308983307477"
"Coupled_ZF-FF_ZF","-2.30507291666667","-5.28743124107786","1.15908769281843","0.995833333333333","-6.58480891632287","2.76265442668978"
