"name","pointEstimate","ci_max","ci_min","level","ci_corr_max","ci_corr_min"
"Dragalong_CF-Animated_CF","0.0796175385386457","0.0294843144338035","0.152402187042966","0.995833333333333","0.00995943986768149","0.189100016618683"
"Dragalong_CF-Dragalong_Coupled","0.0642372026954015","0.0123133075934557","0.133963628437074","0.995833333333333","-0.00868546277431612","0.167765862155341"
"Dragalong_CF-Animated_Coupled","0.108092525778334","0.0507035157469116","0.185379621364422","0.995833333333333","0.0280721240566169","0.21992550490177"
"Dragalong_CF-Dragalong_FF","0.063903433917553","0.0154691969902901","0.136669508322576","0.995833333333333","-0.00540074963419232","0.171989672143774"
"Dragalong_CF-Animated_FF","0.115369911173804","0.0518662342253963","0.201425111749221","0.995833333333333","0.0274784095306845","0.245570711050891"
"Animated_CF-Dragalong_Coupled","-0.0153803358432442","-0.0560460664497912","0.0377081818883793","0.995833333333333","-0.0737437065312419","0.0663728838186877"
"Animated_CF-Animated_Coupled","0.0284749872396879","-0.00273264731685908","0.0713639798414527","0.995833333333333","-0.0149118859819214","0.102698400799855"
"Animated_CF-Dragalong_FF","-0.0157141046210927","-0.059762519076098","0.0262633157695706","0.995833333333333","-0.0790657292058456","0.0478706081924577"
"Animated_CF-Animated_FF","0.0357523726351579","-0.00181408343860385","0.0795986791239264","0.995833333333333","-0.0167045430183923","0.105667988176888"
"Dragalong_Coupled-Animated_Coupled","0.0438553230829321","0.00466490313611193","0.0805080618508574","0.995833333333333","-0.0128005334125121","0.0973032536606531"
"Dragalong_Coupled-Dragalong_FF","-0.000333768777848503","-0.0405420864528158","0.0416956283737171","0.995833333333333","-0.0595385407316784","0.0618098153271163"
"Dragalong_Coupled-Animated_FF","0.0511327084784022","0.0119278458821107","0.0965120043760423","0.995833333333333","-0.00608963958799978","0.119704005117557"
"Animated_Coupled-Dragalong_FF","-0.0441890918607806","-0.0764103667781195","-0.0181290818850713","0.995833333333333","-0.0959836472019957","-0.00778742716024375"
"Animated_Coupled-Animated_FF","0.00727738539547007","-0.0250214649910037","0.0364579858778006","0.995833333333333","-0.0401760629674185","0.0498669093500893"
"Dragalong_FF-Animated_FF","0.0514664772562507","0.0112984277554675","0.0853903586250805","0.995833333333333","-0.00987766082015334","0.099833313211154"
