"participant","id","nBlock","nSubBlock","map","technique","cameraTransition","renderingOrder","training","errorCount","timeFromStart","timeFromStreet","streetCount","firstAnswerFromStart","firstAnswerFromStreet","timeout","firstErrorMeasure","meanErrorMeasure"
"13",3,0,0,10,"Goto","RF","CF",false,1,18.047,4.444,1,16.362,2.759,false,0.37609599941732447,0.37609599941732447
"13",4,0,1,58,"Goto","ZF","RF",true,0,15.63,1.985,1,15.63,1.985,false,0,0
"13",5,0,1,14,"Goto","ZF","RF",false,0,12.529,2.485,1,12.529,2.485,false,0,0
"13",6,0,1,28,"Goto","ZF","RF",false,0,13.071,2.676,1,13.071,2.676,false,0,0
"13",7,0,1,43,"Goto","ZF","RF",false,0,11.751,1.868,1,11.751,1.868,false,0,0
"13",8,0,2,31,"Goto","ZF","CF",true,0,16.506,5.621,1,16.506,5.621,false,0,0
"13",9,0,2,23,"Goto","ZF","CF",false,0,16.128,2.122,1,16.128,2.122,false,0,0
"13",10,0,2,30,"Goto","ZF","CF",false,0,22.93,7.448,1,22.93,7.448,false,0,0
"13",11,0,2,54,"Goto","ZF","CF",false,0,10.383,1.335,1,10.383,1.335,false,0,0
"13",12,0,3,44,"Goto","RF","RF",true,0,12.64,2.898,1,12.64,2.898,false,0,0
"13",13,0,3,3,"Goto","RF","RF",false,0,23.814,10.319,1,23.814,10.319,false,0,0
"13",14,0,3,26,"Goto","RF","RF",false,0,22.227,8.756,1,22.227,8.756,false,0,0
"13",15,0,3,34,"Goto","RF","RF",false,0,21.552,6.9,1,21.552,6.9,false,0,0
"13",16,0,4,9,"Goto","RF","Coupled",true,0,16.082,3.247,1,16.082,3.247,false,0,0
"13",17,0,4,49,"Goto","RF","Coupled",false,0,11.932,2.134,1,11.932,2.134,false,0,0
"13",18,0,4,52,"Goto","RF","Coupled",false,2,19.962,8.335,1,12.918,1.291,false,0.11144179444060925,0.199127281779897
"13",19,0,4,40,"Goto","RF","Coupled",false,0,12.243,2.482,1,12.243,2.482,false,0,0
"13",20,0,5,13,"Goto","ZF","Coupled",true,0,12.366,2.232,1,12.366,2.232,false,0,0
"13",21,0,5,50,"Goto","ZF","Coupled",false,0,17.35,2.494,1,17.35,2.494,false,0,0
"13",22,0,5,21,"Goto","ZF","Coupled",false,0,13.587,2.455,1,13.587,2.455,false,0,0
"13",23,0,5,6,"Goto","ZF","Coupled",false,1,17.195,5.229,1,15.184,3.218,false,0.19456272206319722,0.19456272206319722
"13",24,1,0,33,"Draggo","RF","Coupled",true,4,47.114,30.103,2,22.266,5.255,false,0.3794591581719394,0.36716088374783895
"13",25,1,0,56,"Draggo","RF","Coupled",false,0,16.835,8.255,1,16.835,8.255,false,0,0
"13",26,1,0,35,"Draggo","RF","Coupled",false,0,6.973,1.963,1,6.973,1.963,false,0,0
"13",27,1,0,17,"Draggo","RF","Coupled",false,2,42.307,34.231,2,13.168,5.092,false,0.35700026106114324,0.6134352913540668
"13",28,1,1,22,"Draggo","RF","CF",true,1,18.823,11.339,1,17.244,9.76,false,0.4984890459437903,0.4984890459437903
"13",29,1,1,1,"Draggo","RF","CF",false,0,9.282,2.407,1,9.282,2.407,false,0,0
"13",30,1,1,42,"Draggo","RF","CF",false,0,7.327,1.954,1,7.327,1.954,false,0,0
"13",31,1,1,46,"Draggo","RF","CF",false,0,12.572,3.556,1,12.572,3.556,false,0,0
"13",32,1,2,51,"Draggo","RF","RF",true,0,11.744,2.43,1,11.744,2.43,false,0,0
"13",33,1,2,32,"Draggo","RF","RF",false,0,11.392,5.865,1,11.392,5.865,false,0,0
"13",34,1,2,15,"Draggo","RF","RF",false,0,28.724,11.693,1,28.724,11.693,false,0,0
"13",35,1,2,47,"Draggo","RF","RF",false,0,8.056,2.912,1,8.056,2.912,false,0,0
"13",36,1,3,20,"Draggo","ZF","RF",true,0,6.032,1.66,1,6.032,1.66,false,0,0
"13",37,1,3,24,"Draggo","ZF","RF",false,0,19.09,6.509,1,19.09,6.509,false,0,0
"13",38,1,3,2,"Draggo","ZF","RF",false,0,16.575,10.811,1,16.575,10.811,false,0,0
"13",39,1,3,53,"Draggo","ZF","RF",false,0,4.854,1.392,1,4.854,1.392,false,0,0
"13",40,1,4,4,"Draggo","ZF","CF",true,0,11.111,4.752,1,11.111,4.752,false,0,0
"13",41,1,4,55,"Draggo","ZF","CF",false,0,19.693,10.477,1,19.693,10.477,false,0,0
"13",42,1,4,29,"Draggo","ZF","CF",false,0,15.196,6.223,1,15.196,6.223,false,0,0
"13",43,1,4,25,"Draggo","ZF","CF",false,0,14.485,3.679,1,14.485,3.679,false,0,0
"13",44,1,5,8,"Draggo","ZF","Coupled",true,0,9.464,2.172,1,9.464,2.172,false,0,0
"13",45,1,5,7,"Draggo","ZF","Coupled",false,0,5.502,1.28,1,5.502,1.28,false,0,0
"13",46,1,5,41,"Draggo","ZF","Coupled",false,0,16.733,10.532,1,16.733,10.532,false,0,0
"13",47,1,5,11,"Draggo","ZF","Coupled",false,1,28.012,18.216,2,14.552,4.756,false,0.22614977351145799,0.22614977351145799
"14",0,0,0,12,"Goto","ZF","RF",true,0,86.619,62.037,2,86.619,62.037,false,0,0
"14",1,0,0,27,"Goto","ZF","RF",false,0,25.597,12.159,1,25.597,12.159,false,0,0
"14",2,0,0,5,"Goto","ZF","RF",false,0,15.451,4.551,1,15.451,4.551,false,0,0
"14",3,0,0,10,"Goto","ZF","RF",false,0,48.108,33.991,2,48.108,33.991,false,0,0
"14",4,0,1,58,"Goto","RF","RF",true,0,36.547,24.013,1,36.547,24.013,false,0,0
"14",5,0,1,14,"Goto","RF","RF",false,1,38.299,26.567,2,35.894,24.162,false,0.2627395341572572,0.2627395341572572
"14",6,0,1,28,"Goto","RF","RF",false,0,36.853,15.399,1,36.853,15.399,false,0,0
"14",7,0,1,43,"Goto","RF","RF",false,0,15.612,6.103,1,15.611,6.102,false,0,0
"14",8,0,2,31,"Goto","RF","CF",true,0,63.165,43.175,2,63.165,43.175,false,0,0
"14",9,0,2,23,"Goto","RF","CF",false,0,40.31,27.268,2,40.31,27.268,false,0,0
"14",10,0,2,30,"Goto","RF","CF",false,0,41.579,23.024,1,41.579,23.024,false,0,0
"14",11,0,2,54,"Goto","RF","CF",false,0,13.286,2.08,1,13.286,2.08,false,0,0
"14",12,0,3,44,"Goto","ZF","Coupled",true,0,11.577,2.177,1,11.577,2.177,false,0,0
"14",13,0,3,3,"Goto","ZF","Coupled",false,0,28.161,10.668,1,28.161,10.668,false,0,0
"14",14,0,3,26,"Goto","ZF","Coupled",false,0,44.576,11.287,1,44.576,11.287,false,0,0
"14",15,0,3,34,"Goto","ZF","Coupled",false,0,24.515,8.618,1,24.515,8.618,false,0,0
"14",16,0,4,9,"Goto","ZF","CF",true,0,29.715,3.464,1,29.715,3.464,false,0,0
"14",17,0,4,49,"Goto","ZF","CF",false,0,19.262,7.887,1,19.262,7.887,false,0,0
"14",18,0,4,52,"Goto","ZF","CF",false,0,18.06,6.322,1,18.06,6.322,false,0,0
"14",19,0,4,40,"Goto","ZF","CF",false,0,22.044,7.223,1,22.044,7.223,false,0,0
"14",20,0,5,13,"Goto","RF","Coupled",true,0,15.741,3.173,1,15.74,3.172,false,0,0
"14",21,0,5,50,"Goto","RF","Coupled",false,0,20.24,6.66,1,20.24,6.66,false,0,0
"14",22,0,5,21,"Goto","RF","Coupled",false,0,17.619,2.277,1,17.619,2.277,false,0,0
"14",23,0,5,6,"Goto","RF","Coupled",false,0,29.91,7.934,1,29.91,7.934,false,0,0
"14",24,1,0,33,"Draggo","RF","CF",true,0,68.555,6.989,1,68.555,6.989,false,0,0
"14",25,1,0,56,"Draggo","RF","CF",false,0,28.347,5.304,1,28.347,5.304,false,0,0
"14",26,1,0,35,"Draggo","RF","CF",false,0,13.453,7.706,1,13.453,7.706,false,0,0
"14",27,1,0,17,"Draggo","RF","CF",false,0,25.519,2.485,1,25.519,2.485,false,0,0
"14",28,1,1,22,"Draggo","ZF","RF",true,0,23.26,2.462,1,23.26,2.462,false,0,0
"14",29,1,1,1,"Draggo","ZF","RF",false,0,29.315,5.723,1,29.315,5.723,false,0,0
"14",30,1,1,42,"Draggo","ZF","RF",false,0,26.308,18.818,2,26.308,18.818,false,0,0
"14",31,1,1,46,"Draggo","ZF","RF",false,0,18.234,1.627,1,18.234,1.627,false,0,0
"14",32,1,2,51,"Draggo","RF","Coupled",true,0,14.322,1.898,1,14.322,1.898,false,0,0
"14",33,1,2,32,"Draggo","RF","Coupled",false,0,17.508,6.031,1,17.508,6.031,false,0,0
"14",34,1,2,15,"Draggo","RF","Coupled",false,1,68.879,49.775,2,33.531,14.427,false,0.3458075125384951,0.3458075125384951
"14",35,1,2,47,"Draggo","RF","Coupled",false,0,35.621,12.749,1,35.62,12.748,false,0,0
"14",36,1,3,20,"Draggo","ZF","Coupled",true,0,11.555,2.226,1,11.555,2.226,false,0,0
"14",37,1,3,24,"Draggo","ZF","Coupled",false,0,23.225,10.29,1,23.225,10.29,false,0,0
"14",38,1,3,2,"Draggo","ZF","Coupled",false,0,26.215,12.916,1,26.215,12.916,false,0,0
"14",39,1,3,53,"Draggo","ZF","Coupled",false,0,20.214,2.035,1,20.214,2.035,false,0,0
"14",40,1,4,4,"Draggo","RF","RF",true,0,54.694,29.647,2,54.694,29.647,false,0,0
"14",41,1,4,55,"Draggo","RF","RF",false,1,43.926,27.967,2,22.469,6.51,false,0.13972567127331217,0.13972567127331217
"14",42,1,4,29,"Draggo","RF","RF",false,0,26.153,9.002,1,26.153,9.002,false,0,0
"14",43,1,4,25,"Draggo","RF","RF",false,0,53.913,5.901,1,53.913,5.901,false,0,0
"14",44,1,5,8,"Draggo","ZF","CF",true,0,16.703,7.856,1,16.703,7.856,false,0,0
"14",45,1,5,7,"Draggo","ZF","CF",false,0,12.996,1.383,1,12.996,1.383,false,0,0
"14",46,1,5,41,"Draggo","ZF","CF",false,0,22.814,14.225,1,22.814,14.225,false,0,0
"14",47,1,5,11,"Draggo","ZF","CF",false,0,27.079,3.273,1,27.079,3.273,false,0,0
"15",0,0,0,12,"Goto","RF","RF",true,3,121.25,98.067,3,70.22,47.037,false,0.1975199473708596,0.6148573215508834
"15",1,0,0,27,"Goto","RF","RF",false,0,18.754,6.073,1,18.754,6.073,false,0,0
"15",2,0,0,5,"Goto","RF","RF",false,0,12.897,2.421,1,12.897,2.421,false,0,0
"15",3,0,0,10,"Goto","RF","RF",false,0,14.045,3.964,1,14.045,3.964,false,0,0
"15",4,0,1,58,"Goto","ZF","Coupled",true,0,13.48,2.344,1,13.48,2.344,false,0,0
"15",5,0,1,14,"Goto","ZF","Coupled",false,0,13.251,3.98,1,13.251,3.98,false,0,0
"15",6,0,1,28,"Goto","ZF","Coupled",false,1,18.425,6.537,1,16.214,4.326,false,0.1718623337130014,0.1718623337130014
"15",7,0,1,43,"Goto","ZF","Coupled",false,0,12.784,2.319,1,12.784,2.319,false,0,0
"15",8,0,2,31,"Goto","ZF","RF",true,0,20.414,4.463,1,20.414,4.463,false,0,0
"15",9,0,2,23,"Goto","ZF","RF",false,0,14.985,3.898,1,14.985,3.898,false,0,0
"15",10,0,2,30,"Goto","ZF","RF",false,0,20.687,7.043,1,20.687,7.043,false,0,0
"15",11,0,2,54,"Goto","ZF","RF",false,0,12.218,1.706,1,12.218,1.706,false,0,0
"15",12,0,3,44,"Goto","RF","Coupled",true,0,11.911,1.695,1,11.911,1.695,false,0,0
"15",13,0,3,3,"Goto","RF","Coupled",false,5,66.884,53.174,2,17.323,3.613,false,0.36372847538461367,0.43900656828798723
"15",14,0,3,26,"Goto","RF","Coupled",false,1,34.221,17.207,1,25.531,8.517,false,0.5493021420676137,0.5493021420676137
"15",15,0,3,34,"Goto","RF","Coupled",false,0,25.051,7.581,1,25.051,7.581,false,0,0
"15",16,0,4,9,"Goto","RF","CF",true,0,23.984,7.147,1,23.984,7.147,false,0,0
"15",17,0,4,49,"Goto","RF","CF",false,0,13.14,1.76,1,13.14,1.76,false,0,0
"15",18,0,4,52,"Goto","RF","CF",false,1,20.933,7.696,1,17.904,4.667,false,0.28681276911918474,0.28681276911918474
"15",19,0,4,40,"Goto","RF","CF",false,0,13.406,3.355,1,13.406,3.355,false,0,0
"15",20,0,5,13,"Goto","ZF","CF",true,1,17.558,4.595,1,15.653,2.69,false,0.234026238829047,0.234026238829047
"15",21,0,5,50,"Goto","ZF","CF",false,0,18.844,5.461,1,18.844,5.461,false,0,0
"15",22,0,5,21,"Goto","ZF","CF",false,0,24.442,11.282,1,24.442,11.282,false,0,0
"15",23,0,5,6,"Goto","ZF","CF",false,1,54.525,40.159,2,18.376,4.01,false,0.3624829122198326,0.3624829122198326
"15",24,1,0,33,"Draggo","ZF","RF",true,0,40.402,5.971,1,40.402,5.971,false,0,0
"15",25,1,0,56,"Draggo","ZF","RF",false,0,22.258,2.184,1,22.258,2.184,false,0,0
"15",26,1,0,35,"Draggo","ZF","RF",false,0,7.694,1.793,1,7.694,1.793,false,0,0
"15",27,1,0,17,"Draggo","ZF","RF",false,1,14.538,3.377,1,12.471,1.31,false,0.5532812057734814,0.5532812057734814
"15",28,1,1,22,"Draggo","ZF","Coupled",true,2,23.928,17.575,1,12.639,6.286,false,0.4984890459437903,0.5194956962599219
"15",29,1,1,1,"Draggo","ZF","Coupled",false,0,14.16,3.803,1,14.16,3.803,false,0,0
"15",30,1,1,42,"Draggo","ZF","Coupled",false,0,12.019,1.991,1,12.019,1.991,false,0,0
"15",31,1,1,46,"Draggo","ZF","Coupled",false,0,12.331,1.79,1,12.331,1.79,false,0,0
"15",32,1,2,51,"Draggo","RF","CF",true,0,9.143,1.918,1,9.143,1.918,false,0,0
"15",33,1,2,32,"Draggo","RF","CF",false,0,18.178,5.866,1,18.178,5.866,false,0,0
"15",34,1,2,15,"Draggo","RF","CF",false,2,60.068,43.778,2,24.764,8.474,false,0.8068212627542456,0.6508176402431268
"15",35,1,2,47,"Draggo","RF","CF",false,2,15.312,7.342,1,9.878,1.908,false,0.2094703127399557,0.28798065978836995
"15",36,1,3,20,"Draggo","ZF","CF",true,0,14.107,1.819,1,14.107,1.819,false,0,0
"15",37,1,3,24,"Draggo","ZF","CF",false,0,11.96,4.495,1,11.96,4.495,false,0,0
"15",38,1,3,2,"Draggo","ZF","CF",false,0,14.761,6.483,1,14.761,6.483,false,0,0
"15",39,1,3,53,"Draggo","ZF","CF",false,0,11.974,3.005,1,11.974,3.005,false,0,0
"15",40,1,4,4,"Draggo","RF","Coupled",true,0,7.974,1.812,1,7.974,1.812,false,0,0
"15",41,1,4,55,"Draggo","RF","Coupled",false,0,16.274,6.335,1,16.274,6.335,false,0,0
"15",42,1,4,29,"Draggo","RF","Coupled",false,0,16.104,1.958,1,16.104,1.958,false,0,0
"15",43,1,4,25,"Draggo","RF","Coupled",false,1,23.121,6.907,1,21.515,5.301,false,0.2743241476500587,0.2743241476500587
"15",44,1,5,8,"Draggo","RF","RF",true,0,14.015,6.49,1,14.015,6.49,false,0,0
"15",45,1,5,7,"Draggo","RF","RF",false,0,13.741,2.002,1,13.741,2.002,false,0,0
"15",46,1,5,41,"Draggo","RF","RF",false,0,16.522,9.116,1,16.522,9.116,false,0,0
"15",47,1,5,11,"Draggo","RF","RF",false,2,26.483,8.446,1,22.247,4.21,false,0.22614977351145799,0.3747669557128813
"16",0,0,0,12,"Goto","ZF","Coupled",true,0,149.745,125.259,3,149.745,125.259,false,0,0
"16",1,0,0,27,"Goto","ZF","Coupled",false,0,26.713,10.856,1,26.713,10.856,false,0,0
"16",2,0,0,5,"Goto","ZF","Coupled",false,0,16.396,6.115,1,16.396,6.115,false,0,0
"16",3,0,0,10,"Goto","ZF","Coupled",false,2,28.663,16.389,1,21.393,9.119,false,0.2353307220343856,0.2353307220343856
"16",4,0,1,58,"Goto","RF","Coupled",true,0,14.948,2.991,1,14.948,2.991,false,0,0
"16",5,0,1,14,"Goto","RF","Coupled",false,0,14.611,4.638,1,14.611,4.638,false,0,0
"16",6,0,1,28,"Goto","RF","Coupled",false,0,17.156,4.175,1,17.156,4.175,false,0,0
"16",7,0,1,43,"Goto","RF","Coupled",false,0,19.072,7.499,1,19.071,7.498,false,0,0
"16",8,0,2,31,"Goto","RF","RF",true,0,14.23,3.292,1,14.23,3.292,false,0,0
"16",9,0,2,23,"Goto","RF","RF",false,0,15.425,4.015,1,15.425,4.015,false,0,0
"16",10,0,2,30,"Goto","RF","RF",false,0,24.921,11.003,1,24.921,11.003,false,0,0
"16",11,0,2,54,"Goto","RF","RF",false,0,12.361,2.93,1,12.361,2.93,false,0,0
"16",12,0,3,44,"Goto","ZF","CF",true,0,13.238,3.227,1,13.238,3.227,false,0,0
"16",13,0,3,3,"Goto","ZF","CF",false,2,28.155,17.931,1,22.954,12.73,false,0.20509630415904298,0.2844123897718283
"16",14,0,3,26,"Goto","ZF","CF",false,6,49.99,38.596,1,24.889,13.495,false,0.3921603276305985,0.47258832761718006
"16",15,0,3,34,"Goto","ZF","CF",false,2,24.969,12.762,1,19.79,7.583,false,0.1958412042825137,0.2890100602153608
"16",16,0,4,9,"Goto","ZF","RF",true,0,20.767,8.514,1,20.767,8.514,false,0,0
"16",17,0,4,49,"Goto","ZF","RF",false,0,12.801,2.948,1,12.801,2.948,false,0,0
"16",18,0,4,52,"Goto","ZF","RF",false,1,21.848,11.125,1,19.008,8.285,false,0.11144179444060925,0.11144179444060925
"16",19,0,4,40,"Goto","ZF","RF",false,0,16.001,6.498,1,16.001,6.498,false,0,0
"16",20,0,5,13,"Goto","RF","CF",true,0,17.726,5.46,1,17.726,5.46,false,0,0
"16",21,0,5,50,"Goto","RF","CF",false,0,19.933,8.963,1,19.933,8.963,false,0,0
"16",22,0,5,21,"Goto","RF","CF",false,2,107.219,95.792,2,27.432,16.005,false,0.24118537725807074,0.2725932871501226
"16",23,0,5,6,"Goto","RF","CF",false,5,45.607,35.187,1,21.665,11.245,false,0.3624829122198326,0.6332170392117085
"16",24,1,0,33,"Draggo","ZF","Coupled",true,2,76.673,58.479,2,71.767,53.573,false,0.2294301018585867,0.30444463001526306
"16",25,1,0,56,"Draggo","ZF","Coupled",false,0,15.828,2.806,1,15.828,2.806,false,0,0
"16",26,1,0,35,"Draggo","ZF","Coupled",false,0,11.916,2.89,1,11.916,2.89,false,0,0
"16",27,1,0,17,"Draggo","ZF","Coupled",false,0,18.544,4.006,1,18.544,4.006,false,0,0
"16",28,1,1,22,"Draggo","ZF","CF",true,2,51.72,40.976,2,20.261,9.517,false,0.4984890459437903,0.5194956962599219
"16",29,1,1,1,"Draggo","ZF","CF",false,0,18.593,4.814,1,18.593,4.814,false,0,0
"16",30,1,1,42,"Draggo","ZF","CF",false,0,16.714,6.521,1,16.714,6.521,false,0,0
"16",31,1,1,46,"Draggo","ZF","CF",false,1,62.749,54.15,2,22.114,13.515,false,1.3858262992967678,1.3858262992967678
"16",32,1,2,51,"Draggo","ZF","RF",true,0,13.854,3.799,1,13.854,3.799,false,0,0
"16",33,1,2,32,"Draggo","ZF","RF",false,0,21.598,9.59,1,21.598,9.59,false,0,0
"16",34,1,2,15,"Draggo","ZF","RF",false,4,70.101,54.158,2,23.995,8.052,false,0.8068212627542456,0.5358872244520906
"16",35,1,2,47,"Draggo","ZF","RF",false,0,12.773,3.53,1,12.773,3.53,false,0,0
"16",36,1,3,20,"Draggo","RF","RF",true,0,22.424,7.45,1,22.424,7.45,false,0,0
"16",37,1,3,24,"Draggo","RF","RF",false,0,21.372,10.823,1,21.372,10.823,false,0,0
"16",38,1,3,2,"Draggo","RF","RF",false,1,27.461,20.019,1,16.674,9.232,false,0.42414537614472775,0.42414537614472775
"16",39,1,3,53,"Draggo","RF","RF",false,0,19.545,2.719,1,19.545,2.719,false,0,0
"16",40,1,4,4,"Draggo","RF","CF",true,0,17.915,6.296,1,17.915,6.296,false,0,0
"16",41,1,4,55,"Draggo","RF","CF",false,1,20.285,9.481,1,15.464,4.66,false,0.13972567127331217,0.13972567127331217
"16",42,1,4,29,"Draggo","RF","CF",false,1,29.958,5.405,1,27.352,2.799,false,0.2318251368963248,0.2318251368963248
"16",43,1,4,25,"Draggo","RF","CF",false,1,18.139,8.809,1,15.195,5.865,false,0.27441222469089116,0.27441222469089116
"16",44,1,5,8,"Draggo","RF","Coupled",true,0,18.553,4.791,1,18.553,4.791,false,0,0
"16",45,1,5,7,"Draggo","RF","Coupled",false,0,9.629,3.035,1,9.629,3.035,false,0,0
"16",46,1,5,41,"Draggo","RF","Coupled",false,0,18.726,11,1,18.726,11,false,0,0
"16",47,1,5,11,"Draggo","RF","Coupled",false,2,21.466,11.456,1,16.349,6.339,false,0.22614977351145799,0.3060576926678733
"17",0,0,0,12,"Goto","RF","Coupled",true,0,126.203,103.665,1,126.202,103.664,false,0,0
"17",1,0,0,27,"Goto","RF","Coupled",false,0,36.989,12.487,1,36.989,12.487,false,0,0
"17",2,0,0,5,"Goto","RF","Coupled",false,0,19.728,7.842,1,19.728,7.842,false,0,0
"17",3,0,0,10,"Goto","RF","Coupled",false,1,49.438,33.834,1,47.23,31.626,false,0.2353307220343856,0.2353307220343856
"17",4,0,1,58,"Goto","ZF","CF",true,0,22.461,3.1,1,22.461,3.1,false,0,0
"17",5,0,1,14,"Goto","ZF","CF",false,0,14.431,2.407,1,14.431,2.407,false,0,0
"17",6,0,1,28,"Goto","ZF","CF",false,0,46.328,25.232,1,46.328,25.232,false,0,0
"17",7,0,1,43,"Goto","ZF","CF",false,0,21.219,8.639,1,21.219,8.639,false,0,0
"17",8,0,2,31,"Goto","ZF","Coupled",true,0,42.405,16.733,1,42.405,16.733,false,0,0
"17",9,0,2,23,"Goto","ZF","Coupled",false,1,65.733,46.326,1,62.247,42.84,false,0.280585813394836,0.280585813394836
"17",10,0,2,30,"Goto","ZF","Coupled",false,0,38.424,12.697,1,38.424,12.697,false,0,0
"17",11,0,2,54,"Goto","ZF","Coupled",false,0,13.1,2.489,1,13.1,2.489,false,0,0
"17",12,0,3,44,"Goto","RF","CF",true,0,13.438,2.329,1,13.438,2.329,false,0,0
"17",13,0,3,3,"Goto","RF","CF",false,0,39.538,12.918,1,39.538,12.918,false,0,0
"17",14,0,3,26,"Goto","RF","CF",false,0,38.492,12.699,1,38.492,12.699,false,0,0
"17",15,0,3,34,"Goto","RF","CF",false,0,34.26,11.648,1,34.26,11.648,false,0,0
"17",16,0,4,9,"Goto","RF","RF",true,1,36.184,15.22,1,32.74,11.776,false,0.12730349411682337,0.12730349411682337
"17",17,0,4,49,"Goto","RF","RF",false,0,16.192,3.142,1,16.192,3.142,false,0,0
"17",18,0,4,52,"Goto","RF","RF",false,1,32.664,12.759,1,28.064,8.159,false,0.4042190528720009,0.4042190528720009
"17",19,0,4,40,"Goto","RF","RF",false,1,42.832,29.763,1,39.745,26.676,false,0.21156186049145884,0.21156186049145884
"17",20,0,5,13,"Goto","ZF","RF",true,0,15.05,2.616,1,15.05,2.616,false,0,0
"17",21,0,5,50,"Goto","ZF","RF",false,0,26.469,7.604,1,26.469,7.604,false,0,0
"17",22,0,5,21,"Goto","ZF","RF",false,0,29.307,14.978,1,29.307,14.978,false,0,0
"17",23,0,5,6,"Goto","ZF","RF",false,1,38.857,12.438,1,36.476,10.057,false,0.19456272206319722,0.19456272206319722
"17",24,1,0,33,"Draggo","ZF","CF",true,0,66.91,22.783,1,66.91,22.783,false,0,0
"17",25,1,0,56,"Draggo","ZF","CF",false,0,24.477,11.844,1,24.477,11.844,false,0,0
"17",26,1,0,35,"Draggo","ZF","CF",false,0,23.38,11.655,1,23.38,11.655,false,0,0
"17",27,1,0,17,"Draggo","ZF","CF",false,0,24.802,10.365,1,24.802,10.365,false,0,0
"17",28,1,1,22,"Draggo","RF","RF",true,0,31.453,12.813,1,31.453,12.813,false,0,0
"17",29,1,1,1,"Draggo","RF","RF",false,0,21.711,9.725,1,21.711,9.725,false,0,0
"17",30,1,1,42,"Draggo","RF","RF",false,0,16.355,5.333,1,16.355,5.333,false,0,0
"17",31,1,1,46,"Draggo","RF","RF",false,0,22.077,12.872,1,22.077,12.872,false,0,0
"17",32,1,2,51,"Draggo","ZF","Coupled",true,0,21.63,12.346,1,21.63,12.346,false,0,0
"17",33,1,2,32,"Draggo","ZF","Coupled",false,0,24.564,7.855,1,24.564,7.855,false,0,0
"17",34,1,2,15,"Draggo","ZF","Coupled",false,0,32.453,21.001,1,32.453,21.001,false,0,0
"17",35,1,2,47,"Draggo","ZF","Coupled",false,0,25.416,7.193,1,25.416,7.193,false,0,0
"17",36,1,3,20,"Draggo","RF","Coupled",true,0,10.396,3.181,1,10.396,3.181,false,0,0
"17",37,1,3,24,"Draggo","RF","Coupled",false,0,16.189,7.285,1,16.189,7.285,false,0,0
"17",38,1,3,2,"Draggo","RF","Coupled",false,0,21.415,12.464,1,21.415,12.464,false,0,0
"17",39,1,3,53,"Draggo","RF","Coupled",false,0,9.545,2.635,1,9.545,2.635,false,0,0
"17",40,1,4,4,"Draggo","ZF","RF",true,1,21.877,11.266,1,19.944,9.333,false,0.34054011013951047,0.34054011013951047
"17",41,1,4,55,"Draggo","ZF","RF",false,2,42.811,27.58,1,23.647,8.416,false,0.22606635344606982,0.2689485883385711
"17",42,1,4,29,"Draggo","ZF","RF",false,2,36.011,21.128,1,32.216,17.333,false,0.37602811247795787,0.3039266246871413
"17",43,1,4,25,"Draggo","ZF","RF",false,0,44.756,26.715,1,44.755,26.714,false,0,0
"17",44,1,5,8,"Draggo","RF","CF",true,0,18.578,7.986,1,18.578,7.986,false,0,0
"17",45,1,5,7,"Draggo","RF","CF",false,0,8.981,1.908,1,8.981,1.908,false,0,0
"17",46,1,5,41,"Draggo","RF","CF",false,0,22.806,11.471,1,22.806,11.471,false,0,0
"17",47,1,5,11,"Draggo","RF","CF",false,0,23.507,8.159,1,23.507,8.159,false,0,0
"18",0,0,0,12,"Goto","ZF","CF",true,0,88.854,64.762,2,88.854,64.762,false,0,0
"18",1,0,0,27,"Goto","ZF","CF",false,0,23.269,5.656,1,23.269,5.656,false,0,0
"18",2,0,0,5,"Goto","ZF","CF",false,0,15.339,3.38,1,15.339,3.38,false,0,0
"18",3,0,0,10,"Goto","ZF","CF",false,1,23.478,11.731,1,20.277,8.53,false,0.37609599941732447,0.37609599941732447
"18",4,0,1,58,"Goto","RF","CF",true,0,30.806,2.091,1,30.806,2.091,false,0,0
"18",5,0,1,14,"Goto","RF","CF",false,0,12.623,2.14,1,12.623,2.14,false,0,0
"18",6,0,1,28,"Goto","RF","CF",false,2,18.724,7.587,1,15.874,4.737,false,0.1718623337130014,0.28463178614204554
"18",7,0,1,43,"Goto","RF","CF",false,0,17.878,4.833,1,17.878,4.833,false,0,0
"18",8,0,2,31,"Goto","RF","Coupled",true,0,20.836,5.888,1,20.836,5.888,false,0,0
"18",9,0,2,23,"Goto","RF","Coupled",false,0,19.692,3.703,1,19.692,3.703,false,0,0
"18",10,0,2,30,"Goto","RF","Coupled",false,0,23.098,7.412,1,23.098,7.412,false,0,0
"18",11,0,2,54,"Goto","RF","Coupled",false,0,13.252,1.967,1,13.252,1.967,false,0,0
"18",12,0,3,44,"Goto","ZF","RF",true,0,14.31,1.957,1,14.31,1.957,false,0,0
"18",13,0,3,3,"Goto","ZF","RF",false,0,24.034,10.611,1,24.034,10.611,false,0,0
"18",14,0,3,26,"Goto","ZF","RF",false,0,27.055,11.759,1,27.055,11.759,false,0,0
"18",15,0,3,34,"Goto","ZF","RF",false,1,24.493,8.906,1,21.913,6.326,false,0.1958412042825137,0.1958412042825137
"18",16,0,4,9,"Goto","ZF","Coupled",true,0,20.612,3.074,1,20.612,3.074,false,0,0
"18",17,0,4,49,"Goto","ZF","Coupled",false,0,12.058,1.625,1,12.058,1.625,false,0,0
