"name","pointEstimate","ci_max","ci_min","level","ci_corr_max","ci_corr_min"
"Dragalong_CF-Animated_CF","0.479166666666667","0.12200703576645","0.791666666666667","0.995833333333333","-0.044958944722565","0.958333333333333"
"Dragalong_CF-Dragalong_Coupled","0.125","-0.270833333333333","0.479166666666667","0.995833333333333","-0.460935869530236","0.666666666666667"
"Dragalong_CF-Animated_Coupled","0.791666666666667","0.416666666666667","1.10416666666667","0.995833333333333","0.25","1.22916666666667"
"Dragalong_CF-Dragalong_FF","0.104166666666667","-0.229166666666667","0.416666666666667","0.995833333333333","-0.354166666666667","0.5625"
"Dragalong_CF-Animated_FF","0.875","0.479166666666667","1.22916666666667","0.995833333333333","0.315447199693447","1.39583333333333"
"Animated_CF-Dragalong_Coupled","-0.354166666666667","-0.729166666666667","0.0833333333333333","0.995833333333333","-0.854166666666667","0.291666666666667"
"Animated_CF-Animated_Coupled","0.3125","0.0208333333333333","0.5625","0.995833333333333","-0.125","0.6875"
"Animated_CF-Dragalong_FF","-0.375","-0.781836635985865","-0.0625","0.995833333333333","-1.00410642381493","0.0625"
"Animated_CF-Animated_FF","0.395833333333333","0.0416666666666667","0.666666666666667","0.995833333333333","-0.145833333333333","0.791666666666667"
"Dragalong_Coupled-Animated_Coupled","0.666666666666667","0.354166666666667","0.958333333333333","0.995833333333333","0.228052321698871","1.10416666666667"
"Dragalong_Coupled-Dragalong_FF","-0.0208333333333333","-0.333333333333333","0.25","0.995833333333333","-0.4375","0.375"
"Dragalong_Coupled-Animated_FF","0.75","0.333333333333333","1.16666666666667","0.995833333333333","0.145833333333333","1.35416666666667"
"Animated_Coupled-Dragalong_FF","-0.6875","-1.0625","-0.416666666666667","0.995833333333333","-1.25","-0.3125"
"Animated_Coupled-Animated_FF","0.0833333333333333","-0.1875","0.291666666666667","0.995833333333333","-0.3125","0.395833333333333"
"Dragalong_FF-Animated_FF","0.770833333333333","0.458333333333333","1.10416666666667","0.995833333333333","0.333333333333333","1.29166666666667"
