"name","pointEstimate","ci_max","ci_min","level","ci_corr_max","ci_corr_min"
"Dragalong_CF_RF-Animated_CF_RF","0.066767525535104","-0.000827246140059098","0.204373684204693","0.995833333333333","-0.0225364996050882","0.276842945974535"
"Dragalong_CF_RF-Dragalong_Coupled_RF","0.0212306832092077","-0.0506454168524834","0.160969829989906","0.995833333333333","-0.0734831425906307","0.238727141394892"
"Dragalong_CF_RF-Animated_Coupled_RF","0.0941274402537449","0.0249404083127764","0.210847439053271","0.995833333333333","0.000823832283156154","0.276761963431832"
"Dragalong_CF_RF-Dragalong_FF_RF","0.0516691913667331","-0.00773995888955374","0.14638767345369","0.995833333333333","-0.0291033570305423","0.21001616358632"
"Dragalong_CF_RF-Animated_FF_RF","0.116140959808425","0.0445893645582895","0.243598355894979","0.995833333333333","0.0200856639189709","0.326905224436448"
"Dragalong_CF_RF-Dragalong_CF_ZF","-0.00316043505202096","-0.106496820211456","0.12571677843777","0.995833333333333","-0.148180511982162","0.18912985582914"
"Dragalong_CF_RF-Animated_CF_ZF","0.0893071164901664","0.0173269100262934","0.213514827445639","0.995833333333333","-0.00798372857827186","0.293220685642881"
"Dragalong_CF_RF-Dragalong_Coupled_ZF","0.104083287129574","0.0325176503731609","0.217433559015635","0.995833333333333","0.00598513288757717","0.276734029996226"
"Dragalong_CF_RF-Animated_Coupled_ZF","0.118897176250901","0.0538742768812924","0.248908917130188","0.995833333333333","0.0313323428942976","0.332806221097792"
"Dragalong_CF_RF-Dragalong_FF_ZF","0.0729772414163519","0.00323699912659191","0.196461342768546","0.995833333333333","-0.020771499611564","0.28373456089671"
"Dragalong_CF_RF-Animated_FF_ZF","0.111438427487162","0.0317471619411982","0.243334490840878","0.995833333333333","0.000357365505718804","0.315309578802138"
"Animated_CF_RF-Dragalong_Coupled_RF","-0.0455368423258963","-0.119319953543577","0.0220645568232626","0.995833333333333","-0.161381636240602","0.0513578596079455"
"Animated_CF_RF-Animated_Coupled_RF","0.027359914718641","-0.0249183355136629","0.0865441807877292","0.995833333333333","-0.045124850023567","0.123252828872856"
"Animated_CF_RF-Dragalong_FF_RF","-0.0150983341683709","-0.0744511083415195","0.0411510239816153","0.995833333333333","-0.105232632225237","0.0674588033442001"
"Animated_CF_RF-Animated_FF_RF","0.0493734342733206","0.00538007460862089","0.103102060568013","0.995833333333333","-0.0135250467927441","0.130971438119604"
"Animated_CF_RF-Dragalong_CF_ZF","-0.0699279605871249","-0.163423403946524","-0.000599507043735702","0.995833333333333","-0.208755825371548","0.0245654975816737"
